image_id,height,width,x,y,w,h,class_id
VAIPE_P_977_2.jpg,4000,3000,1723,1643,363,425,89
VAIPE_P_977_2.jpg,4000,3000,1655,1938,283,283,64
VAIPE_P_978_2.jpg,4128,3096,1670,1365,921,705,10
VAIPE_P_978_2.jpg,4128,3096,1169,2496,622,603,71
VAIPE_P_978_2.jpg,4128,3096,686,1435,673,762,99
VAIPE_P_978_2.jpg,4128,3096,1696,2153,591,635,32
VAIPE_P_971_2.jpg,4032,3024,1192,1568,556,905,104
VAIPE_P_971_7.jpg,4032,3024,1021,1971,914,493,104
VAIPE_P_973_0.jpg,960,1280,458,393,159,122,8
VAIPE_P_973_0.jpg,960,1280,703,594,94,91,46
VAIPE_P_978_3.jpg,3096,4128,1575,1346,546,546,32
VAIPE_P_978_3.jpg,3096,4128,1994,654,883,597,10
VAIPE_P_978_3.jpg,3096,4128,2655,2045,819,521,99
VAIPE_P_978_3.jpg,3096,4128,2039,1893,521,432,71
VAIPE_P_976_3.jpg,960,1280,492,407,165,213,8
VAIPE_P_976_3.jpg,960,1280,719,418,162,151,46
VAIPE_P_972_0.jpg,1280,960,151,700,156,176,8
VAIPE_P_972_0.jpg,1280,960,372,449,134,113,46
VAIPE_P_978_1.jpg,4128,3096,1511,1194,883,648,10
VAIPE_P_978_1.jpg,4128,3096,2070,2267,622,616,32
VAIPE_P_978_1.jpg,4128,3096,965,2261,603,533,71
VAIPE_P_978_1.jpg,4128,3096,680,1073,686,686,99
VAIPE_P_978_0.jpg,3096,4128,2153,959,521,533,32
VAIPE_P_978_0.jpg,3096,4128,1950,356,489,489,71
VAIPE_P_978_0.jpg,3096,4128,1238,2058,553,718,99
VAIPE_P_978_0.jpg,3096,4128,851,819,559,851,10
VAIPE_P_979_0.jpg,4000,3000,806,2449,375,492,64
VAIPE_P_979_0.jpg,4000,3000,985,1908,492,535,8
VAIPE_P_979_0.jpg,4000,3000,295,1754,702,695,89
VAIPE_P_979_0.jpg,4000,3000,369,2197,634,763,89
VAIPE_P_979_0.jpg,4000,3000,1188,2258,462,474,64
VAIPE_P_976_0.jpg,1280,960,321,674,134,148,8
VAIPE_P_976_0.jpg,1280,960,295,515,105,91,46
VAIPE_P_977_0.jpg,4000,3000,1458,1637,258,289,64
VAIPE_P_977_0.jpg,4000,3000,1668,1674,178,382,8
VAIPE_P_977_0.jpg,4000,3000,1815,1649,369,425,89
VAIPE_P_977_0.jpg,4000,3000,1760,1951,258,283,64
VAIPE_P_971_4.jpg,4032,3024,1093,986,797,941,104
VAIPE_P_976_2.jpg,960,1280,457,447,125,105,8
VAIPE_P_976_2.jpg,960,1280,596,449,68,65,46
VAIPE_P_971_3.jpg,4032,3024,797,1711,1093,502,104
VAIPE_P_977_1.jpg,4000,3000,1717,1471,388,283,8
VAIPE_P_977_1.jpg,4000,3000,1582,1834,302,308,64
VAIPE_P_977_1.jpg,4000,3000,1471,2178,314,314,64
VAIPE_P_977_1.jpg,4000,3000,1545,1545,480,382,89
VAIPE_P_975_0.jpg,960,1280,486,523,145,94,8
VAIPE_P_975_0.jpg,960,1280,674,518,80,68,46
VAIPE_P_974_0.jpg,960,1280,455,441,193,165,8
VAIPE_P_974_0.jpg,960,1280,764,358,139,139,46
VAIPE_P_977_3.jpg,4000,3000,1329,1711,369,400,64
VAIPE_P_977_3.jpg,4000,3000,1348,1323,388,406,64
VAIPE_P_977_3.jpg,4000,3000,960,1243,418,646,89
VAIPE_P_971_6.jpg,4032,3024,1084,1416,457,1084,104
VAIPE_P_983_3.jpg,4000,3000,507,1591,436,622,2
VAIPE_P_983_3.jpg,4000,3000,907,1431,302,622,2
VAIPE_P_983_3.jpg,4000,3000,1004,2258,720,391,43
VAIPE_P_983_3.jpg,4000,3000,1280,2062,711,373,43
VAIPE_P_983_3.jpg,4000,3000,1076,1644,374,529,91
VAIPE_P_984_0.jpg,3096,4128,1048,654,559,794,10
VAIPE_P_984_0.jpg,3096,4128,1537,565,978,940,106
VAIPE_P_984_0.jpg,3096,4128,2032,1638,483,648,99
VAIPE_P_983_0.jpg,4000,3000,1076,1502,542,613,43
VAIPE_P_983_0.jpg,4000,3000,747,1716,604,418,2
VAIPE_P_983_0.jpg,4000,3000,267,2098,507,622,2
VAIPE_P_983_0.jpg,4000,3000,907,2124,551,453,91
VAIPE_P_983_0.jpg,4000,3000,453,1804,693,480,43
VAIPE_P_985_1.jpg,4128,3096,1988,1499,546,724,10
VAIPE_P_985_1.jpg,4128,3096,330,1968,920,908,106
VAIPE_P_985_1.jpg,4128,3096,1354,1153,282,601,99
VAIPE_P_979_1.jpg,4000,3000,843,1865,622,665,89
VAIPE_P_979_1.jpg,4000,3000,1397,1932,775,394,89
VAIPE_P_979_1.jpg,4000,3000,1102,2363,406,443,64
VAIPE_P_979_1.jpg,4000,3000,1508,2277,412,437,64
VAIPE_P_985_5.jpg,4128,3096,434,1805,972,962,106
VAIPE_P_985_5.jpg,4128,3096,1782,1713,541,724,10
VAIPE_P_985_5.jpg,4128,3096,1259,980,678,513,99
VAIPE_P_985_4.jpg,4128,3096,108,1423,1099,1035,106
VAIPE_P_985_4.jpg,4128,3096,978,2255,413,845,10
VAIPE_P_985_4.jpg,4128,3096,1321,959,705,591,99
VAIPE_P_984_3.jpg,3096,4128,915,673,1118,1061,106
VAIPE_P_984_3.jpg,3096,4128,1727,2318,870,591,10
VAIPE_P_984_3.jpg,3096,4128,2299,927,692,565,99
VAIPE_P_981_0.jpg,4032,3024,1005,2004,403,955,10
VAIPE_P_981_0.jpg,4032,3024,1358,2295,726,676,89
VAIPE_P_983_1.jpg,4000,3000,871,2142,400,711,2
VAIPE_P_983_1.jpg,4000,3000,1138,2284,569,569,91
VAIPE_P_983_1.jpg,4000,3000,587,1778,364,782,43
VAIPE_P_983_1.jpg,4000,3000,444,2480,569,711,2
VAIPE_P_983_1.jpg,4000,3000,1058,1929,676,596,43
VAIPE_P_984_1.jpg,3096,4128,1734,2178,781,565,10
VAIPE_P_984_1.jpg,3096,4128,883,1188,1073,1016,106
VAIPE_P_984_1.jpg,3096,4128,2083,546,419,705,99
VAIPE_P_979_3.jpg,4000,3000,880,2326,560,320,89
VAIPE_P_979_3.jpg,4000,3000,1292,1785,326,308,64
VAIPE_P_979_3.jpg,4000,3000,1415,2086,314,302,64
VAIPE_P_979_3.jpg,4000,3000,825,2105,597,277,89
VAIPE_P_980_0.jpg,4032,3024,1104,2109,769,329,10
VAIPE_P_980_0.jpg,4032,3024,1123,2388,558,583,89
VAIPE_P_984_5.jpg,3096,4128,1315,1670,711,565,10
VAIPE_P_984_5.jpg,3096,4128,1689,559,953,934,106
VAIPE_P_984_5.jpg,3096,4128,2238,1664,686,413,99
VAIPE_P_984_2.jpg,4128,3096,516,1779,920,914,106
VAIPE_P_984_2.jpg,4128,3096,1391,1842,431,741,10
VAIPE_P_984_2.jpg,4128,3096,1348,932,643,425,99
VAIPE_P_982_1.jpg,4000,3000,924,1378,516,951,2
VAIPE_P_982_1.jpg,4000,3000,782,2284,516,996,2
VAIPE_P_982_1.jpg,4000,3000,1209,1422,711,987,43
VAIPE_P_982_1.jpg,4000,3000,1262,2400,862,453,91
VAIPE_P_982_1.jpg,4000,3000,2077,1998,409,838,91
VAIPE_P_982_1.jpg,4000,3000,1357,1814,840,760,43
VAIPE_P_982_2.jpg,4000,3000,1689,2160,498,658,2
VAIPE_P_982_2.jpg,4000,3000,1013,2489,622,329,91
VAIPE_P_982_2.jpg,4000,3000,1067,2249,684,284,2
VAIPE_P_982_2.jpg,4000,3000,1102,1760,676,524,43
VAIPE_P_982_2.jpg,4000,3000,770,1588,676,569,43
VAIPE_P_984_4.jpg,3096,4128,2458,432,895,915,106
VAIPE_P_984_4.jpg,3096,4128,1221,959,493,734,10
VAIPE_P_984_4.jpg,3096,4128,2174,1962,438,642,99
VAIPE_P_982_3.jpg,4000,3000,898,1867,213,418,2
VAIPE_P_982_3.jpg,4000,3000,1422,1822,320,382,2
VAIPE_P_982_3.jpg,4000,3000,1147,1769,240,436,43
VAIPE_P_982_3.jpg,4000,3000,1324,1920,320,436,43
VAIPE_P_982_3.jpg,4000,3000,1170,2157,213,373,91
VAIPE_P_985_0.jpg,3096,4128,1791,635,953,927,106
VAIPE_P_985_0.jpg,3096,4128,1486,1746,692,572,10
VAIPE_P_985_0.jpg,3096,4128,2324,1613,387,641,99
VAIPE_P_983_2.jpg,4000,3000,942,1458,293,640,2
VAIPE_P_983_2.jpg,4000,3000,1244,1911,418,729,43
VAIPE_P_983_2.jpg,4000,3000,1262,1547,542,516,2
VAIPE_P_983_2.jpg,4000,3000,373,2009,489,764,43
VAIPE_P_983_2.jpg,4000,3000,1763,1911,554,477,91
VAIPE_P_982_0.jpg,4000,3000,1991,1893,560,898,2
VAIPE_P_982_0.jpg,4000,3000,1244,1538,933,604,43
VAIPE_P_982_0.jpg,4000,3000,1013,2000,880,604,2
VAIPE_P_982_0.jpg,4000,3000,498,1929,836,462,91
VAIPE_P_982_0.jpg,4000,3000,762,1511,720,462,91
VAIPE_P_982_0.jpg,4000,3000,972,2318,1000,704,43
VAIPE_P_979_2.jpg,4000,3000,1015,2160,671,363,89
VAIPE_P_979_2.jpg,4000,3000,818,1871,683,314,89
VAIPE_P_979_2.jpg,4000,3000,1083,1403,357,474,8
VAIPE_P_979_2.jpg,4000,3000,1385,1483,363,357,64
VAIPE_P_979_2.jpg,4000,3000,1520,1889,347,360,64
VAIPE_P_985_3.jpg,3096,4128,743,1207,1029,972,106
VAIPE_P_985_3.jpg,3096,4128,1543,2178,768,559,10
VAIPE_P_985_3.jpg,3096,4128,2064,883,616,508,99
VAIPE_P_985_2.jpg,3096,4128,1619,2121,845,578,10
VAIPE_P_985_2.jpg,3096,4128,826,406,1124,1073,106
VAIPE_P_985_2.jpg,3096,4128,1988,1194,749,464,99
VAIPE_P_986_0.jpg,403,302,132,119,52,32,90
VAIPE_P_986_0.jpg,403,302,89,278,53,56,10
VAIPE_P_986_0.jpg,403,302,66,190,47,56,10
VAIPE_P_986_0.jpg,403,302,49,148,31,31,64
VAIPE_P_986_0.jpg,403,302,178,211,55,27,90
VAIPE_P_986_0.jpg,403,302,132,187,32,31,64
VAIPE_P_987_0.jpg,4032,3024,1284,1898,991,577,104
VAIPE_P_987_0.jpg,4032,3024,1309,1632,863,484,19
VAIPE_P_987_0.jpg,4032,3024,534,2301,633,713,91
VAIPE_P_987_0.jpg,4032,3024,1185,2593,304,409,7
VAIPE_P_986_1.jpg,403,302,174,192,48,27,90
VAIPE_P_986_1.jpg,403,302,28,283,50,25,90
VAIPE_P_986_1.jpg,403,302,107,264,56,25,10
VAIPE_P_986_1.jpg,403,302,96,173,42,51,10
VAIPE_P_986_1.jpg,403,302,81,136,28,29,64
VAIPE_P_986_1.jpg,403,302,200,241,29,28,64
VAIPE_P_987_1.jpg,4032,3024,893,1098,701,720,104
VAIPE_P_987_1.jpg,4032,3024,769,1489,651,620,19
VAIPE_P_987_1.jpg,4032,3024,627,2512,732,564,91
VAIPE_P_987_1.jpg,4032,3024,2072,2035,372,335,7
VAIPE_P_987_2.jpg,4032,3024,472,2214,676,614,91
VAIPE_P_987_2.jpg,4032,3024,1346,2252,890,630,19
VAIPE_P_987_2.jpg,4032,3024,1284,1873,875,633,104
VAIPE_P_987_2.jpg,4032,3024,1619,2804,372,323,7
VAIPE_P_988_0.jpg,4032,3024,1898,3021,527,732,26
VAIPE_P_988_0.jpg,4032,3024,1346,2320,335,658,26
VAIPE_P_988_0.jpg,4032,3024,1216,2878,533,490,99
VAIPE_P_987_3.jpg,4032,3024,2376,1849,409,527,19
VAIPE_P_987_3.jpg,4032,3024,2134,1569,502,620,104
VAIPE_P_987_3.jpg,4032,3024,2103,2270,254,230,7
VAIPE_P_987_3.jpg,4032,3024,378,2010,602,409,91
VAIPE_P_988_2.jpg,4032,3024,1588,1079,403,813,26
VAIPE_P_988_2.jpg,4032,3024,1911,1365,670,738,26
VAIPE_P_988_2.jpg,4032,3024,366,1824,354,335,5
VAIPE_P_988_2.jpg,4032,3024,899,1414,465,720,99
VAIPE_P_988_1.jpg,4032,3024,794,1272,627,738,26
VAIPE_P_988_1.jpg,4032,3024,1104,1024,782,453,26
VAIPE_P_988_1.jpg,4032,3024,1762,1557,695,360,99
VAIPE_P_988_1.jpg,4032,3024,2090,1917,316,304,5
VAIPE_P_988_6.jpg,4032,3024,1011,2866,1216,577,26
VAIPE_P_988_6.jpg,4032,3024,564,2475,1135,515,26
VAIPE_P_988_6.jpg,4032,3024,1421,2214,881,639,99
VAIPE_P_991_0.jpg,3096,4128,1735,1265,733,339,8
VAIPE_P_994_0.jpg,3096,4128,2010,1073,559,284,8
VAIPE_P_993_0.jpg,3096,4128,2065,1274,541,367,8
VAIPE_P_988_4.jpg,4032,3024,937,1966,881,850,26
VAIPE_P_988_4.jpg,4032,3024,1172,2686,1098,608,26
VAIPE_P_988_4.jpg,4032,3024,1389,1321,893,552,99
VAIPE_P_995_0.jpg,3096,4128,1762,1201,687,495,8
VAIPE_P_992_0.jpg,3096,4128,1936,1027,357,605,8
VAIPE_P_988_3.jpg,4032,3024,1675,1148,670,366,26
VAIPE_P_988_3.jpg,4032,3024,1272,924,620,434,26
VAIPE_P_988_3.jpg,4032,3024,1476,1588,552,447,99
VAIPE_P_988_3.jpg,4032,3024,1253,1613,248,254,5
VAIPE_P_989_0.jpg,3096,4128,1799,1201,458,642,8
VAIPE_P_988_5.jpg,4032,3024,732,2270,589,949,26
VAIPE_P_988_5.jpg,4032,3024,1061,1861,409,937,26
VAIPE_P_988_5.jpg,4032,3024,1383,1911,546,701,99
VAIPE_P_990_0.jpg,3096,4128,1890,1503,715,385,8
VAIPE_P_998_0.jpg,4000,3000,693,1796,462,240,38
VAIPE_P_998_0.jpg,4000,3000,622,1956,213,204,46
VAIPE_P_998_7.jpg,4000,3000,1111,1876,293,267,46
VAIPE_P_998_7.jpg,4000,3000,791,1991,533,533,38
VAIPE_P_1000_0.jpg,4000,3000,1253,1893,782,489,43
VAIPE_P_1000_0.jpg,4000,3000,1253,2356,818,364,43
VAIPE_P_1000_0.jpg,4000,3000,820,2122,617,518,91
VAIPE_P_998_2.jpg,4000,3000,1600,2000,320,320,46
VAIPE_P_998_2.jpg,4000,3000,1191,1840,400,569,38
VAIPE_P_1005_0.jpg,4000,3000,1333,1662,658,693,43
VAIPE_P_1005_0.jpg,4000,3000,800,2240,764,773,43
VAIPE_P_1005_0.jpg,4000,3000,1502,2320,729,453,91
VAIPE_P_1005_0.jpg,4000,3000,980,1838,599,599,91
VAIPE_P_1004_0.jpg,4000,3000,1351,2204,471,800,43
VAIPE_P_1004_0.jpg,4000,3000,827,2436,649,729,43
VAIPE_P_1004_0.jpg,4000,3000,871,2124,338,640,91
VAIPE_P_1002_0.jpg,4000,3000,213,1707,747,400,43
VAIPE_P_1002_0.jpg,4000,3000,649,1858,507,711,43
VAIPE_P_1002_0.jpg,4000,3000,130,2057,374,601,91
VAIPE_P_1002_0.jpg,4000,3000,442,1905,444,555,91
VAIPE_P_1006_0.jpg,4000,3000,373,2338,933,400,43
VAIPE_P_1006_0.jpg,4000,3000,1082,1511,364,827,43
VAIPE_P_1006_0.jpg,4000,3000,1346,1919,607,549,91
VAIPE_P_1001_0.jpg,4000,3000,613,2489,898,569,43
VAIPE_P_1001_0.jpg,4000,3000,667,1804,749,684,43
VAIPE_P_1001_0.jpg,4000,3000,1278,2064,691,323,91
VAIPE_P_998_4.jpg,4000,3000,649,1680,418,729,38
VAIPE_P_998_4.jpg,4000,3000,1120,1582,338,329,46
VAIPE_P_998_5.jpg,4000,3000,1167,2264,418,524,38
VAIPE_P_998_5.jpg,4000,3000,1122,2051,285,249,46
VAIPE_P_998_3.jpg,4000,3000,924,1867,329,480,38
VAIPE_P_998_3.jpg,4000,3000,1084,2373,231,231,46
VAIPE_P_997_0.jpg,3096,4128,1496,1238,788,367,8
VAIPE_P_999_0.jpg,4000,3000,818,2231,782,347,43
VAIPE_P_999_0.jpg,4000,3000,1538,1813,409,569,91
VAIPE_P_999_0.jpg,4000,3000,764,1787,587,320,91
VAIPE_P_999_0.jpg,4000,3000,898,1982,729,329,43
VAIPE_P_998_6.jpg,4000,3000,942,1724,427,276,38
VAIPE_P_998_6.jpg,4000,3000,1120,1929,204,196,46
VAIPE_P_996_0.jpg,3096,4128,1817,1476,541,312,8
VAIPE_P_998_1.jpg,4000,3000,1227,1876,533,676,38
VAIPE_P_998_1.jpg,4000,3000,1733,2000,329,320,46
VAIPE_P_1007_0.jpg,4000,3000,1031,1742,329,773,43
VAIPE_P_1007_0.jpg,4000,3000,747,1982,347,613,91
VAIPE_P_1007_0.jpg,4000,3000,1304,1816,269,770,43
VAIPE_P_1008_0.jpg,4000,3000,1236,2196,271,540,91
VAIPE_P_1008_0.jpg,4000,3000,1458,2062,277,664,43
VAIPE_P_1008_0.jpg,4000,3000,1004,2053,276,667,43
VAIPE_P_1003_0.jpg,4000,3000,498,1911,480,871,43
VAIPE_P_1003_0.jpg,4000,3000,880,1609,596,827,43
VAIPE_P_1003_0.jpg,4000,3000,556,1507,624,511,91
VAIPE_P_1013_0.jpg,3096,4128,1898,981,313,305,40
VAIPE_P_1013_0.jpg,3096,4128,2410,1087,524,289,8
VAIPE_P_1013_0.jpg,3096,4128,2269,1552,410,641,89
VAIPE_P_1013_1.jpg,4128,3096,1080,1270,375,356,40
VAIPE_P_1013_1.jpg,4128,3096,1607,1365,546,464,8
VAIPE_P_1013_1.jpg,4128,3096,1626,1994,496,740,89
VAIPE_P_1012_1.jpg,4032,3024,1191,1452,667,360,87
VAIPE_P_1012_1.jpg,4032,3024,1042,1780,732,509,56
VAIPE_P_1011_2.jpg,4032,3024,1408,980,757,385,19
VAIPE_P_1011_2.jpg,4032,3024,1110,1247,875,416,104
VAIPE_P_1011_2.jpg,4032,3024,1079,1724,527,645,91
VAIPE_P_1011_2.jpg,4032,3024,1210,2481,540,651,71
VAIPE_P_1012_6.jpg,4032,3024,1055,1569,571,744,56
VAIPE_P_1012_6.jpg,4032,3024,1495,1529,356,663,87
VAIPE_P_1010_0.jpg,4000,3000,1671,1813,391,809,43
VAIPE_P_1010_0.jpg,4000,3000,1253,2231,533,578,91
VAIPE_P_1010_0.jpg,4000,3000,1147,1858,569,676,43
VAIPE_P_1010_0.jpg,4000,3000,818,2151,418,693,91
VAIPE_P_1012_10.jpg,4032,3024,1048,1358,465,447,97
VAIPE_P_1012_10.jpg,4032,3024,1024,1991,490,347,79
VAIPE_P_1012_10.jpg,4032,3024,980,2388,354,242,37
VAIPE_P_1012_11.jpg,4032,3024,1197,1749,360,490,97
VAIPE_P_1012_0.jpg,4032,3024,986,1241,360,682,87
VAIPE_P_1012_0.jpg,4032,3024,1185,2320,831,496,56
VAIPE_P_1012_4.jpg,4032,3024,1092,1811,279,316,37
VAIPE_P_1012_4.jpg,4032,3024,1234,1706,347,422,79
VAIPE_P_1012_4.jpg,4032,3024,1421,1625,465,335,97
VAIPE_P_1009_0.jpg,4000,3000,1253,1840,480,747,43
VAIPE_P_1009_0.jpg,4000,3000,1378,2347,764,587,43
VAIPE_P_1009_0.jpg,4000,3000,1046,2080,444,587,91
VAIPE_P_1012_8.jpg,4032,3024,744,1935,695,515,56
VAIPE_P_1012_8.jpg,4032,3024,1489,1712,620,422,87
VAIPE_P_1012_5.jpg,4032,3024,1340,1799,360,546,97
VAIPE_P_1012_9.jpg,4032,3024,1489,1582,440,341,79
VAIPE_P_1012_9.jpg,4032,3024,1352,1749,323,236,37
VAIPE_P_1012_9.jpg,4032,3024,1234,1960,397,406,97
VAIPE_P_1011_1.jpg,4032,3024,1669,1929,292,800,104
VAIPE_P_1011_1.jpg,4032,3024,1247,1755,546,540,19
VAIPE_P_1011_1.jpg,4032,3024,552,1842,471,409,71
VAIPE_P_1011_1.jpg,4032,3024,1898,2661,568,587,91
VAIPE_P_1011_3.jpg,4032,3024,924,1600,918,440,19
VAIPE_P_1011_3.jpg,4032,3024,515,1935,1061,527,104
VAIPE_P_1011_3.jpg,4032,3024,472,2568,689,881,91
VAIPE_P_1011_3.jpg,4032,3024,1935,2035,552,521,71
VAIPE_P_1013_2.jpg,3096,4128,1975,1092,381,394,40
VAIPE_P_1013_2.jpg,3096,4128,2375,972,623,369,8
VAIPE_P_1013_2.jpg,3096,4128,2388,1340,508,730,89
VAIPE_P_1012_2.jpg,4032,3024,1228,1768,453,329,97
VAIPE_P_1011_0.jpg,4032,3024,1123,2183,490,639,19
VAIPE_P_1011_0.jpg,4032,3024,1644,1365,533,521,104
VAIPE_P_1011_0.jpg,4032,3024,1042,1880,279,310,71
VAIPE_P_1011_0.jpg,4032,3024,1563,2010,434,453,91
VAIPE_P_1012_3.jpg,4032,3024,1036,1830,316,292,37
VAIPE_P_1012_3.jpg,4032,3024,1247,1712,447,453,79
VAIPE_P_1012_3.jpg,4032,3024,1098,2208,552,397,97
VAIPE_P_1012_7.jpg,4032,3024,1135,1880,397,490,97
VAIPE_P_1021_0.jpg,4000,3000,755,2023,431,1052,105
VAIPE_P_1021_0.jpg,4000,3000,1136,2386,587,874,99
VAIPE_P_1017_3.jpg,4000,3000,1742,1831,622,551,89
VAIPE_P_1017_3.jpg,4000,3000,1662,2382,524,622,89
VAIPE_P_1017_3.jpg,4000,3000,1404,1413,418,862,43
VAIPE_P_1017_3.jpg,4000,3000,773,2116,418,311,75
VAIPE_P_1017_3.jpg,4000,3000,1239,2311,347,480,75
VAIPE_P_1017_3.jpg,4000,3000,483,1796,836,364,43
VAIPE_P_1013_5.jpg,3096,4128,1994,1359,466,603,8
VAIPE_P_1013_5.jpg,3096,4128,2586,1219,435,415,40
VAIPE_P_1013_5.jpg,3096,4128,3112,984,651,772,89
VAIPE_P_1020_1.jpg,403,302,140,201,60,58,10
VAIPE_P_1020_1.jpg,403,302,164,128,63,53,10
VAIPE_P_1020_1.jpg,403,302,54,166,40,36,64
VAIPE_P_1020_1.jpg,403,302,88,255,41,41,64
VAIPE_P_1016_4.jpg,4128,3096,1264,1842,521,419,15
VAIPE_P_1017_2.jpg,4000,3000,1520,1733,729,622,89
VAIPE_P_1017_2.jpg,4000,3000,533,2578,604,702,89
VAIPE_P_1017_2.jpg,4000,3000,978,2071,924,436,43
VAIPE_P_1017_2.jpg,4000,3000,705,1547,391,853,43
VAIPE_P_1016_0.jpg,4128,3096,1281,1790,514,470,54
VAIPE_P_1016_5.jpg,4128,3096,1130,1797,521,305,15
VAIPE_P_1015_1.jpg,4032,3024,825,2177,558,732,99
VAIPE_P_1015_1.jpg,4032,3024,1334,2078,577,676,99
VAIPE_P_1020_0.jpg,403,302,104,239,65,29,10
VAIPE_P_1020_0.jpg,403,302,174,184,35,59,10
VAIPE_P_1020_0.jpg,403,302,135,137,34,34,64
VAIPE_P_1020_0.jpg,403,302,56,236,35,40,64
VAIPE_P_1017_0.jpg,4000,3000,1813,2311,747,818,43
VAIPE_P_1017_0.jpg,4000,3000,1582,2053,551,658,89
VAIPE_P_1017_0.jpg,4000,3000,1333,1689,764,427,89
VAIPE_P_1017_0.jpg,4000,3000,569,1244,498,880,43
VAIPE_P_1017_0.jpg,4000,3000,587,2604,382,418,75
VAIPE_P_1017_0.jpg,4000,3000,892,2649,329,382,75
VAIPE_P_1016_3.jpg,4128,3096,979,2472,454,448,54
VAIPE_P_1015_0.jpg,4032,3024,1185,2047,422,856,99
VAIPE_P_1014_0.jpg,4032,3024,1160,1774,595,769,99
VAIPE_P_1018_0.jpg,403,302,207,104,46,58,10
VAIPE_P_1018_0.jpg,403,302,29,219,62,46,10
VAIPE_P_1018_0.jpg,403,302,106,140,37,38,64
VAIPE_P_1018_0.jpg,403,302,132,221,39,35,64
VAIPE_P_1013_4.jpg,3096,4128,2147,895,654,311,89
VAIPE_P_1013_4.jpg,3096,4128,2115,1518,286,298,40
VAIPE_P_1013_4.jpg,3096,4128,2591,1581,527,242,8
VAIPE_P_1013_3.jpg,3096,4128,2029,692,844,422,89
VAIPE_P_1013_3.jpg,3096,4128,2918,1289,454,404,40
VAIPE_P_1013_3.jpg,3096,4128,2752,1765,431,687,8
VAIPE_P_1021_1.jpg,4000,3000,2226,2638,480,326,99
VAIPE_P_1021_1.jpg,4000,3000,2152,2927,615,246,105
