,image_id,prediction,confidence
52,2_VAIPE_P_160_5.jpg,37.0,0.08340295
53,3_VAIPE_P_133_1.jpg,99.0,0.99945205
54,3_VAIPE_P_154_7.jpg,73.0,0.9585287
55,3_VAIPE_P_158_9.jpg,46.0,0.40482387
56,2_VAIPE_P_150_1.jpg,2.0,1.0
57,1_VAIPE_P_155_25.jpg,89.0,0.9995722
58,1_VAIPE_P_17_5.jpg,99.0,0.999772
59,1_VAIPE_P_157_3.jpg,52.0,0.99999964
60,6_VAIPE_P_112_3.jpg,19.0,0.99999607
61,0_VAIPE_P_75_1.jpg,91.0,0.9988985
62,2_VAIPE_P_132_3.jpg,43.0,1.0
63,1_VAIPE_P_133_1.jpg,99.0,0.9997216
64,3_VAIPE_P_164_12.jpg,2.0,0.99999976
65,4_VAIPE_P_112_0.jpg,59.0,0.90664446
66,2_VAIPE_P_167_25.jpg,101.0,0.9998894
67,0_VAIPE_P_91_2.jpg,89.0,0.9863494
68,1_VAIPE_P_56_1.jpg,61.0,0.99999964
69,3_VAIPE_P_17_5.jpg,7.0,0.8418748
70,1_VAIPE_P_159_24.jpg,86.0,0.007889036
71,0_VAIPE_P_27_0.jpg,79.0,0.99997616
72,3_VAIPE_P_159_2.jpg,65.0,0.24962951
73,2_VAIPE_P_166_3.jpg,7.0,0.9196704
74,1_VAIPE_P_75_0.jpg,91.0,0.9999887
75,0_VAIPE_P_129_2.jpg,97.0,0.9999677
76,0_VAIPE_P_51_9.jpg,67.0,0.98912805
77,0_VAIPE_P_109_3.jpg,60.0,0.9589033
78,0_VAIPE_P_72_5.jpg,54.0,0.7623102
79,0_VAIPE_P_59_2.jpg,59.0,0.91263115
80,2_VAIPE_P_153_4.jpg,30.0,0.39087167
81,1_VAIPE_P_66_5.jpg,8.0,0.99999094
82,2_VAIPE_P_108_2.jpg,51.0,0.9546811
83,0_VAIPE_P_159_21.jpg,91.0,0.9714877
84,2_VAIPE_P_91_0.jpg,89.0,0.99614304
85,4_VAIPE_P_85_14.jpg,23.0,0.9894091
86,1_VAIPE_P_170_7.jpg,104.0,0.9988325
87,3_VAIPE_P_64_11.jpg,69.0,0.9985972
88,5_VAIPE_P_22_4.jpg,2.0,0.9999999
89,0_VAIPE_P_69_8.jpg,83.0,0.96743613
90,2_VAIPE_P_76_5.jpg,51.0,0.6709722
91,0_VAIPE_P_158_6.jpg,89.0,0.9989548
92,1_VAIPE_P_57_16.jpg,46.0,0.93849635
93,4_VAIPE_P_84_4.jpg,69.0,0.9996879
94,4_VAIPE_P_78_2.jpg,26.0,0.13730997
95,3_VAIPE_P_107_4.jpg,23.0,0.05426744
96,4_VAIPE_P_70_1.jpg,51.0,0.9999298
97,1_VAIPE_P_164_17.jpg,73.0,0.94910717
98,0_VAIPE_P_32_7.jpg,26.0,0.9999945
99,3_VAIPE_P_155_23.jpg,43.0,1.0
100,4_VAIPE_P_110_13.jpg,10.0,0.0821228
101,1_VAIPE_P_37_4.jpg,26.0,0.99282324
102,1_VAIPE_P_9_10.jpg,10.0,0.9999808
103,0_VAIPE_P_153_1.jpg,10.0,0.99998593
104,0_VAIPE_P_38_3.jpg,87.0,0.99999213
105,0_VAIPE_P_165_8.jpg,92.0,0.99981445
106,2_VAIPE_P_85_5.jpg,8.0,0.9999931
107,3_VAIPE_P_38_5.jpg,64.0,0.9999883
108,1_VAIPE_P_158_0.jpg,43.0,0.99999976
109,0_VAIPE_P_47_14.jpg,18.0,0.7415507
110,1_VAIPE_P_7_13.jpg,38.0,0.99994266
111,2_VAIPE_P_18_6.jpg,64.0,0.9999906
112,5_VAIPE_P_164_19.jpg,18.0,0.95318687
113,0_VAIPE_P_15_4.jpg,54.0,0.99987304
114,3_VAIPE_P_145_5.jpg,7.0,0.31027746
115,1_VAIPE_P_60_3.jpg,51.0,0.9998472
116,4_VAIPE_P_164_6.jpg,90.0,0.99183214
117,4_VAIPE_P_163_7.jpg,59.0,0.10881417
118,0_VAIPE_P_98_2.jpg,34.0,0.99998224
119,0_VAIPE_P_168_12.jpg,7.0,0.7456976
120,1_VAIPE_P_155_24.jpg,43.0,0.99999976
121,2_VAIPE_P_97_1.jpg,10.0,0.9991316
122,1_VAIPE_P_113_2.jpg,64.0,0.9999616
123,3_VAIPE_P_87_0.jpg,64.0,0.999982
124,4_VAIPE_P_151_1.jpg,10.0,0.9999932
125,0_VAIPE_P_141_4.jpg,15.0,0.9997671
126,0_VAIPE_P_161_22.jpg,92.0,0.9998185
127,0_VAIPE_P_100_1.jpg,99.0,0.85438055
128,2_VAIPE_P_18_4.jpg,51.0,0.9866789
129,1_VAIPE_P_150_0.jpg,2.0,0.9999974
130,2_VAIPE_P_154_21.jpg,73.0,0.99270165
131,1_VAIPE_P_156_2.jpg,26.0,0.9999976
132,0_VAIPE_P_17_1.jpg,99.0,0.99798137
133,1_VAIPE_P_165_10.jpg,30.0,0.9976935
134,1_VAIPE_P_166_12.jpg,8.0,0.9999939
135,3_VAIPE_P_142_1.jpg,73.0,0.12299218
136,1_VAIPE_P_49_7.jpg,10.0,0.86223674
137,2_VAIPE_P_47_4.jpg,104.0,0.88932276
138,5_VAIPE_P_68_2.jpg,26.0,0.9987822
139,4_VAIPE_P_38_5.jpg,10.0,0.9999653
140,1_VAIPE_P_144_3.jpg,19.0,1.0
141,0_VAIPE_P_161_7.jpg,105.0,0.9999974
142,0_VAIPE_P_29_4.jpg,64.0,0.99999297
143,2_VAIPE_P_75_1.jpg,46.0,0.30264574
144,1_VAIPE_P_161_24.jpg,105.0,0.99999213
145,0_VAIPE_P_161_14.jpg,91.0,0.99996614
146,3_VAIPE_P_166_1.jpg,8.0,0.99999976
147,1_VAIPE_P_155_0.jpg,43.0,1.0
148,0_VAIPE_P_149_0.jpg,79.0,0.99586934
149,2_VAIPE_P_49_13.jpg,10.0,0.99999285
150,1_VAIPE_P_163_21.jpg,2.0,0.99997556
151,0_VAIPE_P_112_0.jpg,104.0,0.99970055
152,1_VAIPE_P_115_2.jpg,91.0,0.99999917
153,0_VAIPE_P_129_3.jpg,97.0,0.99997854
154,4_VAIPE_P_19_8.jpg,51.0,0.99887425
155,3_VAIPE_P_158_0.jpg,89.0,0.9974521
156,1_VAIPE_P_31_2.jpg,32.0,0.45138592
157,1_VAIPE_P_157_7.jpg,26.0,0.9999863
158,1_VAIPE_P_157_10.jpg,26.0,0.9999994
159,0_VAIPE_P_159_29.jpg,92.0,0.9997973
160,1_VAIPE_P_22_3.jpg,73.0,0.9979225
161,2_VAIPE_P_17_4.jpg,7.0,0.9075125
162,1_VAIPE_P_76_8.jpg,83.0,0.26545587
163,0_VAIPE_P_64_6.jpg,56.0,0.9999999
164,5_VAIPE_P_118_3.jpg,44.0,0.99649847
165,3_VAIPE_P_65_4.jpg,58.0,0.99694306
166,0_VAIPE_P_49_18.jpg,18.0,0.9390788
167,3_VAIPE_P_57_12.jpg,12.0,0.18303436
168,0_VAIPE_P_98_11.jpg,34.0,0.99994814
169,0_VAIPE_P_120_8.jpg,64.0,0.9999877
170,4_VAIPE_P_62_1.jpg,7.0,0.8605839
171,2_VAIPE_P_49_11.jpg,10.0,0.9999964
172,0_VAIPE_P_20_1.jpg,51.0,0.99963474
173,0_VAIPE_P_156_7.jpg,26.0,0.999997
174,0_VAIPE_P_69_1.jpg,48.0,0.9996904
175,5_VAIPE_P_23_20.jpg,4.0,0.8788999
176,0_VAIPE_P_105_1.jpg,2.0,0.99955505
177,3_VAIPE_P_2_2.jpg,101.0,0.999998
178,0_VAIPE_P_169_16.jpg,91.0,0.99973255
179,1_VAIPE_P_73_21.jpg,7.0,0.43301183
180,3_VAIPE_P_163_13.jpg,91.0,0.9999044
181,2_VAIPE_P_88_3.jpg,64.0,0.9999758
182,2_VAIPE_P_162_7.jpg,64.0,0.9999912
183,0_VAIPE_P_8_7.jpg,64.0,0.9986791
184,0_VAIPE_P_49_7.jpg,91.0,0.9999999
185,0_VAIPE_P_162_18.jpg,24.0,1.0
186,2_VAIPE_P_109_8.jpg,100.0,0.9950918
187,2_VAIPE_P_20_1.jpg,69.0,0.9999616
188,1_VAIPE_P_60_2.jpg,36.0,0.9995617
189,0_VAIPE_P_77_3.jpg,80.0,0.4640855
190,0_VAIPE_P_59_33.jpg,59.0,0.44240078
191,2_VAIPE_P_169_14.jpg,14.0,0.99832803
192,2_VAIPE_P_155_31.jpg,43.0,0.9999999
193,2_VAIPE_P_139_0.jpg,26.0,0.9999981
194,2_VAIPE_P_22_0.jpg,27.0,0.99991786
195,0_VAIPE_P_60_3.jpg,51.0,0.99988806
196,1_VAIPE_P_169_11.jpg,91.0,0.9997881
197,5_VAIPE_P_61_20.jpg,19.0,0.0816302
198,0_VAIPE_P_86_0.jpg,91.0,0.9994747
199,1_VAIPE_P_28_2.jpg,30.0,0.7487147
200,5_VAIPE_P_158_10.jpg,43.0,0.9999865
201,0_VAIPE_P_166_6.jpg,7.0,0.63891953
202,2_VAIPE_P_90_0.jpg,64.0,0.9999987
203,2_VAIPE_P_23_1.jpg,79.0,0.9999703
204,1_VAIPE_P_161_25.jpg,92.0,0.9604874
205,6_VAIPE_P_162_11.jpg,51.0,0.7793788
206,3_VAIPE_P_36_20.jpg,26.0,0.9989976
207,4_VAIPE_P_67_10.jpg,7.0,0.99535805
208,3_VAIPE_P_109_8.jpg,54.0,0.5951326
209,0_VAIPE_P_73_4.jpg,54.0,0.86700267
210,1_VAIPE_P_86_0.jpg,43.0,0.99967134
211,1_VAIPE_P_10_2.jpg,104.0,0.999438
212,0_VAIPE_P_87_1.jpg,15.0,0.53471595
213,1_VAIPE_P_33_0.jpg,83.0,0.99999726
214,1_VAIPE_P_0_4.jpg,86.0,0.8353399
215,2_VAIPE_P_163_22.jpg,91.0,0.99988925
216,0_VAIPE_P_75_3.jpg,51.0,0.9157267
217,2_VAIPE_P_169_20.jpg,14.0,0.9579501
218,0_VAIPE_P_159_31.jpg,91.0,0.99997735
219,1_VAIPE_P_162_6.jpg,64.0,0.9999738
220,0_VAIPE_P_113_4.jpg,64.0,0.9999895
221,2_VAIPE_P_17_3.jpg,7.0,0.9862984
222,0_VAIPE_P_161_18.jpg,26.0,0.9999958
223,1_VAIPE_P_52_0.jpg,100.0,0.9999436
224,2_VAIPE_P_161_15.jpg,105.0,0.99999964
225,0_VAIPE_P_64_4.jpg,56.0,0.99999964
226,2_VAIPE_P_158_4.jpg,89.0,0.6764614
227,2_VAIPE_P_19_9.jpg,48.0,0.8914702
228,4_VAIPE_P_164_22.jpg,2.0,0.9999974
229,0_VAIPE_P_171_17.jpg,64.0,0.99400073
230,0_VAIPE_P_15_8.jpg,54.0,0.99980766
231,1_VAIPE_P_20_2.jpg,92.0,0.1350544
232,0_VAIPE_P_166_1.jpg,64.0,0.9999907
233,0_VAIPE_P_19_3.jpg,84.0,0.9998054
234,1_VAIPE_P_166_4.jpg,7.0,0.34331673
235,6_VAIPE_P_162_19.jpg,24.0,1.0
236,3_VAIPE_P_35_0.jpg,72.0,0.9992729
237,0_VAIPE_P_115_1.jpg,91.0,0.9999831
238,0_VAIPE_P_76_4.jpg,51.0,0.9998222
239,3_VAIPE_P_23_18.jpg,51.0,0.99728525
240,2_VAIPE_P_57_0.jpg,4.0,0.5095255
241,4_VAIPE_P_158_4.jpg,43.0,1.0
242,3_VAIPE_P_155_7.jpg,43.0,1.0
243,2_VAIPE_P_65_2.jpg,91.0,0.9999999
244,5_VAIPE_P_34_3.jpg,26.0,0.015549793
245,0_VAIPE_P_93_6.jpg,70.0,0.12045516
246,0_VAIPE_P_50_0.jpg,64.0,0.9998259
247,3_VAIPE_P_117_5.jpg,51.0,0.9988858
248,1_VAIPE_P_167_3.jpg,1.0,0.99978596
249,3_VAIPE_P_122_2.jpg,89.0,0.036693748
250,1_VAIPE_P_151_0.jpg,10.0,0.9999876
251,2_VAIPE_P_113_2.jpg,79.0,0.99982065
252,2_VAIPE_P_38_7.jpg,64.0,0.99999475
253,1_VAIPE_P_20_3.jpg,55.0,0.9006495
254,2_VAIPE_P_49_18.jpg,91.0,0.9999999
255,2_VAIPE_P_145_4.jpg,43.0,0.99999726
256,0_VAIPE_P_19_6.jpg,84.0,0.99971694
257,1_VAIPE_P_110_13.jpg,44.0,0.029815963
258,2_VAIPE_P_120_12.jpg,85.0,0.48222652
259,0_VAIPE_P_104_2.jpg,55.0,0.33655855
260,5_VAIPE_P_45_3.jpg,79.0,0.728895
261,2_VAIPE_P_40_6.jpg,101.0,0.042158213
262,2_VAIPE_P_18_3.jpg,64.0,0.99999213
263,0_VAIPE_P_155_23.jpg,43.0,1.0
264,0_VAIPE_P_124_1.jpg,60.0,0.9991937
265,0_VAIPE_P_157_2.jpg,52.0,0.9999999
266,3_VAIPE_P_17_8.jpg,106.0,0.15487258
267,0_VAIPE_P_51_3.jpg,28.0,0.9905347
268,4_VAIPE_P_112_1.jpg,19.0,1.0
269,3_VAIPE_P_67_6.jpg,91.0,0.9999714
270,1_VAIPE_P_97_4.jpg,10.0,0.99995613
271,5_VAIPE_P_139_0.jpg,2.0,0.99998844
272,0_VAIPE_P_121_0.jpg,24.0,1.0
273,2_VAIPE_P_117_0.jpg,7.0,0.6904591
274,7_VAIPE_P_163_8.jpg,43.0,1.0
275,5_VAIPE_P_164_16.jpg,2.0,0.99996674
276,1_VAIPE_P_97_7.jpg,10.0,0.9999906
277,1_VAIPE_P_104_2.jpg,4.0,0.14557658
278,2_VAIPE_P_167_0.jpg,79.0,0.8643789
279,3_VAIPE_P_5_11.jpg,59.0,0.12794273
280,2_VAIPE_P_155_13.jpg,100.0,0.9995227
281,1_VAIPE_P_22_13.jpg,89.0,0.9998771
282,0_VAIPE_P_15_9.jpg,54.0,0.9997907
283,1_VAIPE_P_149_3.jpg,72.0,0.74811894
284,0_VAIPE_P_171_11.jpg,95.0,0.9999988
285,0_VAIPE_P_109_2.jpg,60.0,0.9990778
286,3_VAIPE_P_9_7.jpg,10.0,0.9997147
287,0_VAIPE_P_171_9.jpg,95.0,0.99999547
288,2_VAIPE_P_155_6.jpg,43.0,1.0
289,3_VAIPE_P_2_1.jpg,79.0,0.31296337
290,2_VAIPE_P_61_21.jpg,89.0,0.5526835
291,2_VAIPE_P_51_0.jpg,28.0,0.9951526
292,0_VAIPE_P_34_4.jpg,51.0,0.94262314
293,0_VAIPE_P_168_14.jpg,7.0,0.98721814
294,0_VAIPE_P_151_3.jpg,89.0,0.9987079
295,0_VAIPE_P_56_7.jpg,60.0,0.94882786
296,0_VAIPE_P_130_1.jpg,97.0,0.999964
297,3_VAIPE_P_23_20.jpg,4.0,0.9975563
298,1_VAIPE_P_15_21.jpg,48.0,0.99828017
299,0_VAIPE_P_120_11.jpg,15.0,0.9677041
300,1_VAIPE_P_155_8.jpg,43.0,1.0
301,1_VAIPE_P_49_15.jpg,91.0,0.99999976
302,2_VAIPE_P_34_0.jpg,10.0,0.99999094
303,1_VAIPE_P_44_0.jpg,64.0,0.9999896
304,0_VAIPE_P_171_16.jpg,64.0,0.99977213
305,0_VAIPE_P_161_26.jpg,105.0,0.9999981
306,1_VAIPE_P_163_13.jpg,2.0,0.9999981
307,0_VAIPE_P_170_2.jpg,24.0,1.0
308,6_VAIPE_P_163_20.jpg,2.0,0.99999964
309,3_VAIPE_P_154_11.jpg,43.0,0.9999999
310,3_VAIPE_P_122_3.jpg,40.0,0.998334
311,0_VAIPE_P_161_12.jpg,26.0,0.9999999
312,0_VAIPE_P_56_3.jpg,60.0,0.9653185
313,0_VAIPE_P_155_15.jpg,43.0,1.0
314,2_VAIPE_P_18_2.jpg,51.0,0.99065304
315,1_VAIPE_P_58_0.jpg,64.0,0.99993014
316,0_VAIPE_P_155_7.jpg,89.0,0.9997162
317,0_VAIPE_P_37_4.jpg,28.0,0.52689433
318,1_VAIPE_P_44_3.jpg,46.0,0.79857713
319,0_VAIPE_P_32_34.jpg,26.0,0.99999833
320,0_VAIPE_P_168_0.jpg,51.0,0.9999726
321,3_VAIPE_P_164_14.jpg,2.0,0.99984324
322,0_VAIPE_P_22_17.jpg,89.0,0.9969311
323,0_VAIPE_P_16_0.jpg,1.0,0.99979633
324,3_VAIPE_P_99_2.jpg,39.0,0.93543774
325,4_VAIPE_P_82_1.jpg,96.0,0.44183367
326,5_VAIPE_P_158_11.jpg,43.0,1.0
327,2_VAIPE_P_162_14.jpg,64.0,0.99999785
328,3_VAIPE_P_53_3.jpg,26.0,0.99993277
329,1_VAIPE_P_61_13.jpg,59.0,0.98814684
330,0_VAIPE_P_113_0.jpg,64.0,0.9999231
331,0_VAIPE_P_30_0.jpg,64.0,0.9999944
332,0_VAIPE_P_162_6.jpg,64.0,0.984537
333,0_VAIPE_P_113_3.jpg,79.0,0.99798405
334,1_VAIPE_P_47_15.jpg,99.0,0.99991155
335,1_VAIPE_P_29_6.jpg,81.0,0.51300925
336,2_VAIPE_P_158_13.jpg,45.0,0.29201314
337,2_VAIPE_P_93_7.jpg,88.0,0.2408373
338,1_VAIPE_P_67_2.jpg,26.0,0.9999993
339,0_VAIPE_P_85_11.jpg,52.0,0.9999981
340,4_VAIPE_P_22_10.jpg,2.0,0.9999988
341,1_VAIPE_P_154_7.jpg,73.0,0.9196319
342,1_VAIPE_P_128_1.jpg,21.0,0.999998
343,0_VAIPE_P_162_11.jpg,89.0,0.99767274
344,1_VAIPE_P_160_4.jpg,64.0,0.999969
345,0_VAIPE_P_0_2.jpg,99.0,0.99998236
346,4_VAIPE_P_34_2.jpg,89.0,0.9996904
347,0_VAIPE_P_154_6.jpg,89.0,0.99582726
348,0_VAIPE_P_159_8.jpg,91.0,0.99992657
349,0_VAIPE_P_163_13.jpg,73.0,0.9387622
350,1_VAIPE_P_65_4.jpg,73.0,0.03229783
351,0_VAIPE_P_89_7.jpg,64.0,0.99999356
352,5_VAIPE_P_162_9.jpg,51.0,0.2512987
353,1_VAIPE_P_113_10.jpg,64.0,0.99999
354,3_VAIPE_P_93_7.jpg,10.0,0.12983261
355,1_VAIPE_P_23_3.jpg,64.0,0.99998593
356,0_VAIPE_P_158_5.jpg,89.0,0.9944659
357,1_VAIPE_P_77_3.jpg,56.0,0.49174345
358,0_VAIPE_P_89_13.jpg,64.0,0.9999969
359,0_VAIPE_P_152_1.jpg,63.0,0.9933415
360,1_VAIPE_P_121_0.jpg,24.0,0.99999976
361,0_VAIPE_P_73_8.jpg,57.0,0.99907446
362,4_VAIPE_P_22_9.jpg,2.0,0.99999976
363,5_VAIPE_P_145_5.jpg,43.0,0.9999995
364,1_VAIPE_P_77_2.jpg,80.0,0.97901344
365,1_VAIPE_P_169_12.jpg,1.0,0.99927276
366,0_VAIPE_P_159_22.jpg,92.0,0.9730382
367,0_VAIPE_P_30_2.jpg,103.0,0.99999976
368,0_VAIPE_P_156_3.jpg,26.0,0.9999999
369,1_VAIPE_P_85_6.jpg,52.0,0.99999964
370,4_VAIPE_P_162_6.jpg,64.0,0.99996746
371,4_VAIPE_P_158_13.jpg,89.0,0.9974952
372,4_VAIPE_P_158_5.jpg,43.0,1.0
373,2_VAIPE_P_162_12.jpg,59.0,0.96007794
374,0_VAIPE_P_133_0.jpg,99.0,0.9999119
375,0_VAIPE_P_17_8.jpg,55.0,0.9990996
376,2_VAIPE_P_103_3.jpg,30.0,0.9965557
377,1_VAIPE_P_154_12.jpg,89.0,0.9855121
378,1_VAIPE_P_167_15.jpg,1.0,0.99943024
379,4_VAIPE_P_34_5.jpg,89.0,0.9804003
380,2_VAIPE_P_94_3.jpg,81.0,0.012643502
381,0_VAIPE_P_159_6.jpg,91.0,0.671401
382,0_VAIPE_P_57_7.jpg,46.0,0.96257263
383,1_VAIPE_P_161_13.jpg,105.0,0.9999976
384,1_VAIPE_P_84_1.jpg,39.0,0.99767596
385,1_VAIPE_P_164_12.jpg,51.0,0.9715417
386,0_VAIPE_P_151_0.jpg,89.0,0.9993432
387,2_VAIPE_P_76_6.jpg,36.0,0.99681264
388,1_VAIPE_P_132_2.jpg,91.0,0.99995756
389,1_VAIPE_P_41_7.jpg,64.0,0.99994695
390,3_VAIPE_P_163_12.jpg,43.0,0.9999906
391,4_VAIPE_P_162_4.jpg,64.0,0.9999684
392,0_VAIPE_P_169_3.jpg,92.0,0.99946135
393,0_VAIPE_P_69_0.jpg,48.0,0.9996424
394,2_VAIPE_P_36_20.jpg,79.0,0.9763876
395,3_VAIPE_P_49_2.jpg,10.0,0.99999547
396,3_VAIPE_P_154_8.jpg,89.0,0.8473943
397,0_VAIPE_P_45_3.jpg,40.0,0.9920407
398,6_VAIPE_P_158_10.jpg,74.0,0.9882783
399,0_VAIPE_P_32_28.jpg,26.0,0.9999939
400,1_VAIPE_P_109_8.jpg,32.0,0.59216756
401,0_VAIPE_P_155_14.jpg,100.0,0.99977976
402,1_VAIPE_P_13_1.jpg,38.0,0.9999386
403,0_VAIPE_P_60_2.jpg,51.0,0.99986684
404,3_VAIPE_P_5_9.jpg,79.0,0.47746482
405,0_VAIPE_P_53_2.jpg,92.0,0.9998184
406,1_VAIPE_P_162_0.jpg,64.0,0.99998355
407,0_VAIPE_P_103_5.jpg,91.0,0.9999608
408,2_VAIPE_P_117_3.jpg,59.0,0.31559888
409,2_VAIPE_P_114_5.jpg,51.0,0.9998801
410,0_VAIPE_P_155_25.jpg,43.0,1.0
411,1_VAIPE_P_91_1.jpg,64.0,0.99999666
412,0_VAIPE_P_110_12.jpg,59.0,0.44642302
413,2_VAIPE_P_47_16.jpg,99.0,0.99577373
414,4_VAIPE_P_163_9.jpg,2.0,0.9999994
415,0_VAIPE_P_73_1.jpg,57.0,0.99934477
416,1_VAIPE_P_136_1.jpg,46.0,0.9967512
417,1_VAIPE_P_18_9.jpg,70.0,0.3543486
418,0_VAIPE_P_162_26.jpg,64.0,0.9999964
419,0_VAIPE_P_34_0.jpg,51.0,0.99684453
420,3_VAIPE_P_46_0.jpg,26.0,0.99997747
421,2_VAIPE_P_163_13.jpg,91.0,0.9999726
422,3_VAIPE_P_164_19.jpg,89.0,0.99680835
423,0_VAIPE_P_59_8.jpg,30.0,0.9984421
424,0_VAIPE_P_154_8.jpg,59.0,0.38697174
425,0_VAIPE_P_98_8.jpg,34.0,0.99999845
426,0_VAIPE_P_52_0.jpg,89.0,0.83881265
427,2_VAIPE_P_57_18.jpg,59.0,0.13435581
428,2_VAIPE_P_110_14.jpg,26.0,0.01777273
429,1_VAIPE_P_76_6.jpg,51.0,0.9998834
430,0_VAIPE_P_129_7.jpg,97.0,0.9998161
431,3_VAIPE_P_145_0.jpg,89.0,0.99964833
432,1_VAIPE_P_165_12.jpg,39.0,0.17159823
433,2_VAIPE_P_35_1.jpg,101.0,0.97093326
434,3_VAIPE_P_9_2.jpg,10.0,0.99998677
435,1_VAIPE_P_115_0.jpg,91.0,0.99906296
436,0_VAIPE_P_22_8.jpg,73.0,0.9709126
437,0_VAIPE_P_161_8.jpg,105.0,0.9999958
438,2_VAIPE_P_154_15.jpg,73.0,0.8940585
439,4_VAIPE_P_164_17.jpg,104.0,0.9982691
440,4_VAIPE_P_67_9.jpg,26.0,0.9999949
441,3_VAIPE_P_74_0.jpg,91.0,0.9999933
442,1_VAIPE_P_153_2.jpg,10.0,0.99996686
443,0_VAIPE_P_37_0.jpg,8.0,0.99998295
444,1_VAIPE_P_160_17.jpg,64.0,0.9999523
445,0_VAIPE_P_164_1.jpg,89.0,0.99996126
446,0_VAIPE_P_120_12.jpg,51.0,0.9456161
447,2_VAIPE_P_49_10.jpg,10.0,0.99999607
448,1_VAIPE_P_145_1.jpg,43.0,1.0
449,3_VAIPE_P_75_2.jpg,101.0,0.14751215
450,0_VAIPE_P_98_4.jpg,34.0,0.99999964
451,5_VAIPE_P_13_2.jpg,72.0,0.90989226
452,2_VAIPE_P_22_1.jpg,89.0,0.99979883
453,4_VAIPE_P_22_15.jpg,2.0,1.0
454,1_VAIPE_P_73_3.jpg,57.0,0.9999546
455,0_VAIPE_P_47_18.jpg,55.0,0.80632794
456,2_VAIPE_P_62_1.jpg,44.0,0.73850834
457,2_VAIPE_P_159_21.jpg,7.0,0.881879
458,7_VAIPE_P_162_17.jpg,70.0,0.55507636
459,2_VAIPE_P_58_0.jpg,64.0,0.9999646
460,2_VAIPE_P_41_0.jpg,64.0,0.99999845
461,2_VAIPE_P_17_8.jpg,99.0,0.9999502
462,0_VAIPE_P_154_1.jpg,51.0,0.99999833
463,3_VAIPE_P_155_14.jpg,43.0,1.0
464,0_VAIPE_P_171_7.jpg,95.0,0.99999714
465,0_VAIPE_P_161_21.jpg,26.0,0.999998
466,3_VAIPE_P_164_15.jpg,74.0,0.92204887
467,3_VAIPE_P_61_21.jpg,51.0,0.97405326
